data_type,min_value,max_value,mean_value,std_dev
height,1277.0,57166.0,18075.421199798584,16400.732515539687
terrain,86.0,255.0,205.68959045410156,35.05640516728266

metric,value
correlation,-0.3939409181794309
height_gradient_magnitude,2489931.3976955414
terrain_gradient_magnitude,575.1568565368652
