data_type,min_value,max_value,mean_value,std_dev
height,6184.0,51089.0,18173.432483673096,13085.503887741494
terrain,92.0,255.0,224.11528396606445,17.7729870954329

metric,value
correlation,-0.34350228698995094
height_gradient_magnitude,355919.56650829315
terrain_gradient_magnitude,135.08833408355713
