data_type,min_value,max_value,mean_value,std_dev
height,0.0,17791.0,5052.184509277344,4630.786652517271
terrain,99.0,247.0,211.8790397644043,18.993236891246323

metric,value
correlation,0.2658917717371604
height_gradient_magnitude,107659.93022346497
terrain_gradient_magnitude,75.7863245010376
