data_type,min_value,max_value,mean_value,std_dev
height,2001.0,19625.0,6672.169033050537,1981.3781591193494
terrain,99.0,249.0,195.93223571777344,18.931260920966633

metric,value
correlation,0.039968323898767893
height_gradient_magnitude,383952.9574832916
terrain_gradient_magnitude,252.84005546569824
