data_type,min_value,max_value,mean_value,std_dev
height,4.0,11274.0,3003.4528045654297,1761.8406394897322
terrain,104.0,248.0,215.18185806274414,18.618934747786444

metric,value
correlation,-0.004023253284456296
height_gradient_magnitude,114226.3141002655
terrain_gradient_magnitude,96.629958152771
