data_type,min_value,max_value,mean_value,std_dev
height,1.0,11657.0,803.2799263000488,1347.7249323611936
terrain,101.0,245.0,197.96269989013672,26.502756319437566

metric,value
correlation,0.34563671926885037
height_gradient_magnitude,39330.29686355591
terrain_gradient_magnitude,27.09345531463623
