data_type,min_value,max_value,mean_value,std_dev
height,0.0,13387.0,892.2765922546387,1663.3898589739842
terrain,98.0,249.0,180.7003936767578,18.18933944779653

metric,value
correlation,0.40059963340820987
height_gradient_magnitude,143001.90262126923
terrain_gradient_magnitude,100.87561225891113
