data_type,min_value,max_value,mean_value,std_dev
height,4.0,21681.0,5901.071613311768,3848.433900408272
terrain,95.0,253.0,197.0305938720703,22.6744944924821

metric,value
correlation,0.2311923213305
height_gradient_magnitude,714026.5148410797
terrain_gradient_magnitude,388.51760482788086
