data_type,min_value,max_value,mean_value,std_dev
height,0.0,12580.0,577.466495513916,1475.5691671208056
terrain,96.0,248.0,172.6595573425293,13.089747316652831

metric,value
correlation,0.17848397600094776
height_gradient_magnitude,76716.83673858643
terrain_gradient_magnitude,53.06959247589111
