data_type,min_value,max_value,mean_value,std_dev
height,0.0,21206.0,2311.5901107788086,3217.0937013159464
terrain,92.0,251.0,193.4749870300293,26.3983402474582

metric,value
correlation,0.25507841078337046
height_gradient_magnitude,369011.2514896393
terrain_gradient_magnitude,164.64670944213867
