data_type,min_value,max_value,mean_value,std_dev
height,303.0,19042.0,3117.63911819458,2665.4785608976126
terrain,85.0,250.0,207.33378219604492,25.15649788428041

metric,value
correlation,-0.5859369755172271
height_gradient_magnitude,296465.1332807541
terrain_gradient_magnitude,238.73932361602783
